Name,Description,Price,Original Price,Category,Subcategory,Brand,SKU,Images,Status
"CoQ10 Supplement - Kenya. Qunol Ubiquinol Mega 100 Softgels","Get CoQ10 Supplement - Kenya. Qunol Ubiquinol Mega 100 Softgels at unbeatable prices with same-day delivery in Nairobi, Kenya from Supplements Kenya.",6600.00,7500.00,"Food Supplements","","Qunol","COSQURED-1","https://cdn.shopify.com/s/files/1/0668/3384/2462/files/ubiquinol-coq10-mega-100-softgels-kenya-38963.jpg?v=1747251161",active
"Vitamin B Complex Supplement","Get Vitamin B Complex Supplement at unbeatable prices with same-day delivery in Nairobi, Kenya from Supplements Kenya.",2995.00,3459.00,"Vitamins","Vitamin B Complex","Life Extension","","https://cdn.shopify.com/s/files/1/0668/3384/2462/files/vitamin-b-complex-supplements-kenya-56369.png?v=1747251157",draft
"Biotin Supplement - Kenya","Get Biotin Supplement - Kenya at unbeatable prices with same-day delivery in Nairobi, Kenya from Supplements Kenya.",1995.00,2495.00,"Vitamins","Multivitamins","Life Extension","","https://cdn.shopify.com/s/files/1/0668/3384/2462/files/biotin-supplement-600mcg-kenya-27336.png?v=1747251156",active
"Daily Diabetes Health Pack - Kenya","Get Daily Diabetes Health Pack - Kenya at unbeatable prices with same-day delivery in Nairobi, Kenya from Supplements Kenya.",8495.00,10995.00,"Food Supplements","","Nature Made","","https://cdn.shopify.com/s/files/1/0668/3384/2462/files/daily-diabetes-health-pack-kenya-18761.webp?v=1747251155",active
"CholestOff? Complete","Get CholestOff? Complete at unbeatable prices with same-day delivery in Nairobi, Kenya from Supplements Kenya.",8230.00,8999.00,"Food Supplements","","Nature Made","","https://cdn.shopify.com/s/files/1/0668/3384/2462/files/cholestoff-r-complete-kenya-kenya-95678.png?v=1747251152",active
"Pure Garcinia Cambogia Extract","Get Pure Garcinia Cambogia Extract at unbeatable prices with same-day delivery in Nairobi, Kenya from Supplements Kenya.",6030.00,7900.00,"Food Supplements","","Schwartz Biosearch","SCHGC","https://cdn.shopify.com/s/files/1/0668/3384/2462/files/pure-garcinia-cambogia-extract-kenya-29059.jpg?v=1747251150",active
"14 Days Colon Detox Cleanse","Get 14 Days Colon Detox Cleanse at unbeatable prices with same-day delivery in Nairobi, Kenya from Supplements Kenya.",3995.00,5995.00,"Food Supplements","","Dr. Tobias","SCHCD","https://cdn.shopify.com/s/files/1/0668/3384/2462/files/14-days-colon-detox-cleanse-kenya-1.webp?v=1764638213",active
"L-Glutamine Supplements - Kenya (500 mg Capsules)","Get L-Glutamine Supplements - Kenya (500 mg Capsules) at unbeatable prices with same-day delivery in Nairobi, Kenya from Supplements Kenya.",2599.00,3900.00,"Food Supplements","","Life Extension","now0092","https://cdn.shopify.com/s/files/1/0668/3384/2462/products/l-glutamine-500-mg-capsules-kenya-19044.jpg?v=1747251138",active
"Gamma E Vitamin","Get Gamma E Vitamin at unbeatable prices with same-day delivery in Nairobi, Kenya from Supplements Kenya.",5018.00,6200.00,"Food Supplements","","Life Extension","now0810","https://cdn.shopify.com/s/files/1/0668/3384/2462/files/gamma-e-mixed-with-tocopherols-kenya-21336.png?v=1747251137",active
"Progesterone Cream Kenya","Get Progesterone Cream Kenya at unbeatable prices with same-day delivery in Nairobi, Kenya from Supplements Kenya.",5434.00,5995.00,"Food Supplements","","Life-Flo","now3338","https://cdn.shopify.com/s/files/1/0668/3384/2462/files/life-flo-progesta-care-progesterone-body-cream-kenya-94101.jpg?v=1747251135",active
"CLA (Conjugated Linoleic Acid) 1300","Get CLA (Conjugated Linoleic Acid) 1300 at unbeatable prices with same-day delivery in Nairobi, Kenya from Supplements Kenya.",3500.00,4700.00,"Food Supplements","","NatureWise","now1727","https://cdn.shopify.com/s/files/1/0668/3384/2462/products/cla-conjugated-linoleic-acid-1300-kenya-89450.jpg?v=1747251131",active
"Optimized Ashwagandha Extract 60 Veg Capsules","Get Optimized Ashwagandha Extract 60 Veg Capsules at unbeatable prices with same-day delivery in Nairobi, Kenya from Supplements Kenya.",2200.00,3500.00,"Food Supplements","","Life Extension","now4603","https://cdn.shopify.com/s/files/1/0668/3384/2462/files/ASHWA.jpg?v=1751445175",active
